	secid	ts	pr_open	pr_high	pr_low	pr_close	pr_change	trades	vol	val	pr_std	disb	pr_vwap	trades_b	vol_b	val_b	pr_vwap_b	trades_s	vol_s	val_s	pr_vwap_s
292	SBER	2023-12-05 17:05:00	275.99	276.0	275.74	275.99	0.0	427	20149	55590972.0	0.0001	0.23	275.9	232	12387	34176022.0	275.9	195	7762	21414949.0	275.89
293	SBER	2023-12-05 17:10:00	275.96	275.99	275.86	275.97	0.0036	266	7060	19482284.0	0.0	0.32	275.95	148	4658	12853620.0	275.95	118	2402	6628664.0	275.96
294	SBER	2023-12-05 17:15:00	275.98	276.88	275.98	276.88	0.3261	1894	92408	255549160.0	0.0001	0.0	276.54	901	46207	127781217.0	276.54	993	46201	127767942.0	276.55
295	SBER	2023-12-05 17:20:00	276.88	277.0	276.68	276.7	-0.065	916	51772	143346671.0	0.0001	0.08	276.88	462	27969	77439701.0	276.88	454	23803	65906970.0	276.89
296	SBER	2023-12-05 17:25:00	276.7	276.71	276.43	276.44	-0.094	495	21496	59461153.0	0.0001	-0.11	276.61	244	9515	26320099.0	276.62	251	11981	33141053.0	276.61
297	SBER	2023-12-05 17:30:00	276.45	276.51	276.38	276.5	0.0181	373	18561	51310813.0	0.0001	-0.19	276.44	186	7560	20899866.0	276.45	187	11001	30410947.0	276.44
298	SBER	2023-12-05 17:35:00	276.51	276.84	276.51	276.82	0.1121	530	25742	71231954.0	0.0	-0.24	276.71	238	9724	26906394.0	276.7	292	16018	44325560.0	276.72
299	SBER	2023-12-05 17:40:00	276.82	277.2	276.82	277.1	0.1011	1108	60057	166373735.0	0.0001	-0.03	277.03	527	29000	80337123.0	277.02	581	31057	86036611.0	277.03
300	SBER	2023-12-05 17:45:00	277.04	277.09	276.74	276.75	-0.1047	634	33412	92519403.0	0.0001	0.1	276.9	323	18308	50696785.0	276.91	311	15104	41822618.0	276.9
301	SBER	2023-12-05 17:50:00	276.75	276.9	276.69	276.85	0.0361	525	24889	68893815.0	0.0	-0.19	276.8	246	10063	27854775.0	276.8	279	14826	41039039.0	276.8
302	SBER	2023-12-05 17:55:00	276.85	276.92	276.84	276.85	0.0	414	21499	59526347.0	0.0	-0.17	276.88	185	8895	24627867.0	276.87	229	12604	34898480.0	276.88
303	SBER	2023-12-05 18:00:00	276.85	276.88	276.77	276.83	-0.0072	517	21538	59622730.0	0.0	0.15	276.83	280	12342	34165990.0	276.83	237	9196	25456740.0	276.82
304	SBER	2023-12-05 18:05:00	276.84	277.25	276.71	277.23	0.1409	859	84919	235159162.0	0.0001	0.24	276.92	402	52852	146352229.0	276.91	457	32067	88806932.0	276.94
305	SBER	2023-12-05 18:10:00	277.21	277.29	276.85	277.1	-0.0397	654	42112	116687131.0	0.0001	0.2	277.09	316	25292	70076536.0	277.07	338	16820	46610595.0	277.11
306	SBER	2023-12-05 18:15:00	277.1	277.36	277.1	277.31	0.0758	637	19261	53408528.0	0.0	0.09	277.29	324	10514	29153796.0	277.29	313	8747	24254732.0	277.29
307	SBER	2023-12-05 18:20:00	277.32	277.45	277.3	277.39	0.0252	451	24935	69159361.0	0.0001	0.07	277.36	244	13380	37111081.0	277.36	207	11555	32048280.0	277.35
308	SBER	2023-12-05 18:25:00	277.39	277.69	277.26	277.27	-0.0433	1075	74770	207505569.0	0.0	-0.14	277.53	505	32324	89709850.0	277.53	570	42446	117795719.0	277.52
309	SBER	2023-12-05 18:30:00	277.27	277.43	277.15	277.24	-0.0108	456	25381	70372954.0	0.0001	-0.02	277.27	232	12486	34618698.0	277.26	224	12895	35754256.0	277.27
310	SBER	2023-12-05 18:35:00	277.25	277.36	277.16	277.18	-0.0252	374	16819	46629035.0	0.0001	-0.38	277.24	172	5239	14524194.0	277.23	202	11580	32104841.0	277.24
311	SBER	2023-12-05 18:40:00	277.18	277.18	276.86	276.86	-0.1154	828	38953	107915220.0	0.0001	0.04	277.04	421	20208	55983007.0	277.03	407	18745	51932212.0	277.05
312	SBER	2023-12-06 10:05:00	279.92	280.79	279.5	279.5	-0.15	4735	304283	852432774.0	0.0001	0.13	280.14	2393	172010	482020620.0	280.23	2342	132273	370412153.0	280.04
313	SBER	2023-12-06 10:10:00	279.51	279.53	277.75	278.44	-0.3828	3866	226135	629701557.0	0.0001	-0.08	278.46	1630	103819	289073929.0	278.44	2236	122316	340627628.0	278.48
314	SBER	2023-12-06 10:15:00	278.43	278.81	278.02	278.75	0.1149	1415	64309	179041306.0	0.0	0.45	278.41	888	46495	129465720.0	278.45	527	17814	49575586.0	278.3
315	SBER	2023-12-06 10:20:00	278.75	278.75	277.13	278.05	-0.2511	2595	112702	313006356.0	0.0	-0.17	277.73	915	46528	129213788.0	277.71	1680	66174	183792568.0	277.74
316	SBER	2023-12-06 10:25:00	278.04	278.63	277.8	277.98	-0.0216	1566	60794	169100390.0	0.0	0.13	278.15	691	34324	95479785.0	278.17	875	26470	73620605.0	278.13
317	SBER	2023-12-06 10:30:00	277.98	277.98	277.24	277.4	-0.2086	1563	55737	154646904.0	0.0	-0.23	277.46	504	21487	59605732.0	277.4	1059	34250	95041171.0	277.49
318	SBER	2023-12-06 10:35:00	277.43	277.43	274.01	275.95	-0.5335	8746	680551	1874194206.0	0.0001	-0.04	275.39	3661	327192	899813412.0	275.01	5085	353359	974380794.0	275.75
319	SBER	2023-12-06 10:40:00	275.99	276.39	275.45	276.29	0.1087	1746	112696	310980281.0	0.0	0.23	275.95	893	69550	191998075.0	276.06	853	43146	118982205.0	275.77
320	SBER	2023-12-06 10:45:00	276.3	276.5	273.56	274.0	-0.8324	5558	462665	1273296160.0	0.0001	-0.51	275.21	1512	114363	314780286.0	275.25	4046	348302	958515874.0	275.2
321	SBER	2023-12-06 10:50:00	274.0	275.84	273.9	275.2	0.438	4857	264298	726924224.0	0.0001	0.25	275.04	2946	164571	452564708.0	275.0	1911	99727	274359516.0	275.11
322	SBER	2023-12-06 10:55:00	275.23	275.35	274.48	275.0	-0.0836	2072	85156	234136524.0	0.0	-0.32	274.95	716	29060	79926429.0	275.04	1356	56096	154210095.0	274.9
323	SBER	2023-12-06 11:00:00	275.0	275.01	274.0	274.37	-0.2291	2540	170692	468176552.0	0.0001	-0.5	274.28	807	42923	117747455.0	274.32	1733	127769	350429097.0	274.27
324	SBER	2023-12-06 11:05:00	274.35	274.37	272.25	273.19	-0.4228	6047	463826	1266494990.0	0.0001	-0.49	273.05	1892	118938	324620333.0	272.93	4155	344888	941874656.0	273.1
325	SBER	2023-12-06 11:10:00	273.18	273.45	272.42	273.2	0.0073	3366	139936	382108293.0	0.0	0.07	273.06	2259	74862	204439068.0	273.09	1107	65074	177669225.0	273.03
326	SBER	2023-12-06 11:15:00	273.2	273.21	271.73	272.15	-0.3843	4765	266582	725981584.0	0.0	-0.37	272.33	1578	83695	227820462.0	272.2	3187	182887	498161122.0	272.39
327	SBER	2023-12-06 11:20:00	272.17	273.45	272.15	273.09	0.338	2479	143872	392743983.0	0.0001	0.05	272.98	1566	75481	205987721.0	272.9	913	68391	186756261.0	273.07
328	SBER	2023-12-06 11:25:00	273.09	273.96	273.03	273.64	0.2014	2123	113716	311145091.0	0.0	0.6	273.62	1574	91038	249097001.0	273.62	549	22678	62048090.0	273.6
329	SBER	2023-12-06 11:30:00	273.63	273.73	272.75	273.26	-0.1352	1317	66819	182570976.0	0.0	-0.19	273.23	594	27017	73838001.0	273.3	723	39802	108732975.0	273.18
330	SBER	2023-12-06 11:35:00	273.26	273.9	273.25	273.9	0.2342	1090	50300	137552769.0	0.0	0.74	273.46	863	43880	119999952.0	273.47	227	6420	17552817.0	273.41
331	SBER	2023-12-06 11:40:00	273.89	273.95	273.52	273.6	-0.1059	1111	63336	173367828.0	0.0	0.43	273.73	702	45258	123878945.0	273.72	409	18078	49488883.0	273.75
332	SBER	2023-12-06 11:45:00	273.6	274.0	273.6	274.0	0.1462	1400	92571	253595170.0	0.0	0.56	273.95	1159	72071	197441222.0	273.95	241	20500	56153947.0	273.92
333	SBER	2023-12-06 11:50:00	274.0	274.79	273.99	274.6	0.219	1879	117081	321268836.0	0.0	0.52	274.4	1433	89238	244837913.0	274.37	446	27843	76430923.0	274.51
334	SBER	2023-12-06 11:55:00	274.6	274.6	274.0	274.01	-0.2149	1075	70840	194290899.0	0.0	-0.59	274.27	469	14376	39449498.0	274.41	606	56464	154841400.0	274.23
335	SBER	2023-12-06 12:00:00	274.01	274.13	273.31	273.34	-0.2445	1217	64542	176690031.0	0.0	-0.47	273.76	454	17142	46937840.0	273.82	763	47400	129752191.0	273.74
336	SBER	2023-12-06 12:05:00	273.35	274.47	273.04	274.41	0.3878	1460	66953	183225148.0	0.0	0.24	273.66	1042	41567	113774789.0	273.71	418	25386	69450358.0	273.58
337	SBER	2023-12-06 12:10:00	274.41	274.42	273.8	273.88	-0.1931	559	19951	54684215.0	0.0	-0.46	274.09	356	5400	14800710.0	274.09	203	14551	39883505.0	274.09
338	SBER	2023-12-06 12:15:00	273.89	273.89	273.11	273.29	-0.2191	1027	56469	154492474.0	0.0	-0.76	273.59	310	6909	18894885.0	273.48	717	49560	135597589.0	273.6
339	SBER	2023-12-06 12:20:00	273.29	273.97	273.16	273.97	0.2488	1287	81965	224191793.0	0.0001	0.21	273.52	701	49456	135279050.0	273.53	586	32509	88912743.0	273.5
340	SBER	2023-12-06 12:25:00	273.97	274.22	273.88	274.14	0.0621	923	53114	145583745.0	0.0	0.14	274.1	505	30210	82809153.0	274.11	418	22904	62774592.0	274.08
341	SBER	2023-12-06 12:30:00	274.13	274.13	273.49	273.75	-0.1386	541	20198	55297099.0	0.0	-0.69	273.78	179	3132	8571574.0	273.68	362	17066	46725524.0	273.79
342	SBER	2023-12-06 12:35:00	273.75	273.79	273.31	273.49	-0.095	1120	21756	59489042.0	0.0	-0.07	273.44	617	10113	27650567.0	273.42	503	11643	31838475.0	273.46
343	SBER	2023-12-06 12:40:00	273.49	273.75	273.44	273.61	0.0439	759	34159	93474425.0	0.0	0.24	273.65	277	21142	57854145.0	273.65	482	13017	35620280.0	273.64
344	SBER	2023-12-06 12:45:00	273.61	273.61	272.4	272.41	-0.4386	2211	84746	231339961.0	0.0	-0.65	272.98	383	14802	40396926.0	272.92	1828	69944	190943034.0	272.99
345	SBER	2023-12-06 12:50:00	272.41	273.15	272.23	273.0	0.2166	1265	69094	188418388.0	0.0	0.11	272.7	647	38357	104585236.0	272.66	618	30737	83833152.0	272.74
346	SBER	2023-12-06 12:55:00	273.01	273.1	272.56	273.07	0.022	763	24659	67264354.0	0.0001	-0.01	272.78	288	12180	33231985.0	272.84	475	12479	34032368.0	272.72
347	SBER	2023-12-06 13:00:00	273.08	273.28	273.02	273.17	0.033	609	24367	66564826.0	0.0	-0.26	273.18	288	9016	24630148.0	273.18	321	15351	41934678.0	273.17
348	SBER	2023-12-06 13:05:00	273.16	273.68	273.13	273.26	0.0366	1609	56644	154815206.0	0.0	-0.07	273.31	436	26481	72385648.0	273.35	1173	30163	82429558.0	273.28
349	SBER	2023-12-06 13:10:00	273.26	273.4	272.39	272.45	-0.2964	1285	42102	114939227.0	0.0	-0.3	273.0	339	14640	39985762.0	273.13	946	27462	74953465.0	272.94
350	SBER	2023-12-06 13:15:00	272.45	272.79	272.42	272.76	0.1138	474	12418	33855488.0	0.0001	0.35	272.63	283	8399	22899432.0	272.64	191	4019	10956056.0	272.61
351	SBER	2023-12-06 13:20:00	272.73	272.8	271.25	271.3	-0.5243	4392	177897	483493641.0	0.0	-0.56	271.78	763	38784	105369278.0	271.68	3629	139113	378124363.0	271.81
352	SBER	2023-12-06 13:25:00	271.3	271.75	269.31	269.71	-0.5861	7250	407854	1103076465.0	0.0	-0.47	270.46	1730	107151	289970784.0	270.62	5520	300703	813105681.0	270.4
353	SBER	2023-12-06 13:30:00	269.71	271.1	269.47	270.68	0.3596	2904	176363	476762871.0	0.0	0.16	270.33	1699	102225	276322800.0	270.31	1205	74138	200440070.0	270.36
354	SBER	2023-12-06 13:35:00	270.68	270.71	269.94	270.35	-0.1219	2604	154470	417569791.0	0.0	-0.4	270.32	1005	46248	125043816.0	270.38	1599	108222	292525975.0	270.3
355	SBER	2023-12-06 13:40:00	270.35	270.8	270.34	270.71	0.1332	1113	118212	319712901.0	0.0	0.61	270.46	862	95288	257708924.0	270.45	251	22924	62003976.0	270.48
356	SBER	2023-12-06 13:45:00	270.71	270.8	270.34	270.4	-0.1145	1253	48000	129878823.0	0.0	-0.55	270.58	582	10689	28931832.0	270.67	671	37311	100946991.0	270.56
357	SBER	2023-12-06 13:50:00	270.41	270.89	269.5	270.87	0.1701	2701	153949	415631044.0	0.0	-0.36	269.98	1106	48964	132286875.0	270.17	1595	104985	283344168.0	269.89
358	SBER	2023-12-06 13:55:00	270.87	271.1	270.84	271.1	0.0849	1329	90139	244336206.0	0.0	0.49	271.07	904	67369	182615823.0	271.07	425	22770	61720383.0	271.06
359	SBER	2023-12-06 14:00:00	271.1	271.7	271.01	271.65	0.2029	1135	53065	144029639.0	0.0	0.22	271.42	761	32308	87699168.0	271.45	374	20757	56330470.0	271.38
360	SBER	2023-12-06 14:05:00	271.66	272.1	271.5	271.54	-0.0442	1373	63657	173084420.0	0.0001	0.4	271.9	895	44541	121119486.0	271.93	478	19116	51964934.0	271.84
361	SBER	2023-12-06 14:10:00	271.57	272.27	270.9	272.27	0.2578	1656	83668	227119820.0	0.0	0.16	271.45	853	48701	132301009.0	271.66	803	34967	94818810.0	271.17
362	SBER	2023-12-06 14:15:00	272.27	272.28	272.0	272.12	-0.0551	952	53032	144321857.0	0.0	-0.15	272.14	501	22553	61380495.0	272.16	451	30479	82941362.0	272.13
363	SBER	2023-12-06 14:20:00	272.12	272.39	271.31	271.97	-0.0551	968	58815	159981453.0	0.0001	0.23	272.01	433	36204	98488059.0	272.04	535	22611	61493394.0	271.96
364	SBER	2023-12-06 14:25:00	271.97	271.97	271.53	271.7	-0.0993	393	16738	45484865.0	0.0001	-0.21	271.75	205	6609	17959503.0	271.74	188	10129	27525361.0	271.75
365	SBER	2023-12-06 14:30:00	271.7	271.7	270.5	270.94	-0.2797	1330	53462	144874260.0	0.0001	-0.28	270.99	401	19191	52023201.0	271.08	929	34271	92851059.0	270.93
366	SBER	2023-12-06 14:35:00	270.94	271.63	270.77	271.62	0.251	421	14333	38872198.0	0.0	0.56	271.21	281	11155	30255658.0	271.23	140	3178	8616539.0	271.13
367	SBER	2023-12-06 14:40:00	271.59	271.62	271.09	271.19	-0.1473	401	13216	35855517.0	0.0	-0.29	271.3	154	4689	12720497.0	271.28	247	8527	23135020.0	271.31
368	SBER	2023-12-06 14:45:00	271.2	271.33	271.07	271.07	-0.0479	389	19518	52926582.0	0.0001	-0.7	271.17	153	2975	8068401.0	271.21	236	16543	44858181.0	271.16
369	SBER	2023-12-06 14:50:00	271.08	271.14	270.72	270.76	-0.118	725	30045	81393610.0	0.0	-0.26	270.91	278	11093	30047495.0	270.87	447	18952	51346115.0	270.93
370	SBER	2023-12-06 14:55:00	270.77	271.51	270.75	271.41	0.2364	536	21317	57827073.0	0.0	0.6	271.27	380	17062	46285432.0	271.28	156	4255	11541641.0	271.25
371	SBER	2023-12-06 15:00:00	271.41	271.57	271.33	271.34	-0.0258	480	12598	34194212.0	0.0	0.03	271.43	283	6472	17568189.0	271.45	197	6126	16626022.0	271.4
372	SBER	2023-12-06 15:05:00	271.34	271.34	270.5	270.71	-0.2322	943	29629	80245731.0	0.0	-0.54	270.84	253	6851	18551921.0	270.79	690	22778	61693810.0	270.85
373	SBER	2023-12-06 15:10:00	270.72	270.88	270.6	270.6	-0.0443	373	11090	30022446.0	0.0	-0.38	270.72	162	3412	9237464.0	270.73	211	7678	20784981.0	270.71
374	SBER	2023-12-06 15:15:00	270.63	270.63	270.01	270.14	-0.1811	1364	64729	174899150.0	0.0	-0.49	270.2	421	16615	44892510.0	270.19	943	48114	130006639.0	270.21
375	SBER	2023-12-06 15:20:00	270.14	270.58	269.82	270.39	0.0925	1693	85946	232181172.0	0.0	-0.25	270.15	445	32196	86980836.0	270.16	1248	53750	145200336.0	270.14
376	SBER	2023-12-06 15:25:00	270.39	270.39	269.71	269.94	-0.1664	932	33315	89939592.0	0.0	-0.5	269.97	276	8281	22352906.0	269.93	656	25034	67586685.0	269.98
377	SBER	2023-12-06 15:30:00	269.93	270.9	269.81	270.87	0.3482	785	79824	215638599.0	0.0	0.69	270.14	506	67555	182487196.0	270.13	279	12269	33151403.0	270.2
378	SBER	2023-12-06 15:35:00	270.81	271.75	270.81	271.48	0.2474	1109	64896	176097556.0	0.0001	0.46	271.35	766	47224	128130129.0	271.32	343	17672	47967427.0	271.43
379	SBER	2023-12-06 15:40:00	271.48	271.6	271.4	271.6	0.0442	417	14073	38205089.0	0.0	0.09	271.48	271	7645	20755932.0	271.5	146	6428	17449157.0	271.46
380	SBER	2023-12-06 15:45:00	271.61	271.8	271.37	271.37	-0.0884	544	28269	76790233.0	0.0	-0.14	271.64	284	12107	32890247.0	271.66	260	16162	43899986.0	271.62
381	SBER	2023-12-06 15:50:00	271.38	271.38	270.72	271.32	-0.0221	523	15744	42672715.0	0.0	-0.45	271.04	162	4330	11735905.0	271.04	361	11414	30936809.0	271.04
382	SBER	2023-12-06 15:55:00	271.32	271.34	270.89	271.0	-0.1179	380	18257	49481262.0	0.0	-0.07	271.03	190	8451	22901863.0	271.0	190	9806	26579398.0	271.05
383	SBER	2023-12-06 16:00:00	271.0	271.0	270.76	270.85	-0.0554	476	19290	52249288.0	0.0	0.03	270.86	215	9915	26855948.0	270.86	261	9375	25393340.0	270.86
384	SBER	2023-12-06 16:05:00	270.85	271.28	270.84	270.97	0.0443	421	13398	36323294.0	0.0	0.31	271.11	266	8750	23722275.0	271.11	155	4648	12601019.0	271.11
385	SBER	2023-12-06 16:10:00	270.96	271.01	270.92	270.92	-0.0148	284	11062	29975166.0	0.0	0.09	270.97	174	6053	16402424.0	270.98	110	5009	13572741.0	270.97
386	SBER	2023-12-06 16:15:00	270.93	271.15	270.85	270.85	-0.0295	542	24248	65712223.0	0.0	-0.19	271.0	269	9855	26706652.0	271.0	273	14393	39005571.0	271.0
387	SBER	2023-12-06 16:20:00	270.84	270.85	270.44	270.45	-0.144	695	27088	73308944.0	0.0	-0.68	270.63	192	4337	11736244.0	270.61	503	22751	61572699.0	270.64
388	SBER	2023-12-06 16:25:00	270.45	270.45	270.1	270.2	-0.0924	548	23375	63160121.0	0.0	-0.43	270.2	209	6678	18045033.0	270.22	339	16697	45115088.0	270.2
389	SBER	2023-12-06 16:30:00	270.2	270.7	270.19	270.7	0.185	496	23760	64261029.0	0.0	0.41	270.46	341	16725	45236409.0	270.47	155	7035	19024619.0	270.43
390	SBER	2023-12-06 16:35:00	270.7	271.0	270.5	270.51	-0.0702	559	23407	63393256.0	0.0	0.1	270.83	302	12869	34861048.0	270.89	257	10538	28532208.0	270.76
391	SBER	2023-12-06 16:40:00	270.51	270.98	270.1	270.31	-0.0739	698	38600	104394091.0	0.0001	0.23	270.45	311	23793	64360504.0	270.5	387	14807	40033587.0	270.37
392	SBER	2023-12-06 16:45:00	270.32	270.32	270.05	270.13	-0.0703	603	29200	78890981.0	0.0	-0.3	270.17	224	10184	27516869.0	270.2	379	19016	51374112.0	270.16
393	SBER	2023-12-06 16:50:00	270.13	270.43	269.69	269.77	-0.1333	2028	95969	259097663.0	0.0	-0.74	269.98	343	12413	33533296.0	270.15	1685	83556	225564367.0	269.96
394	SBER	2023-12-06 16:55:00	269.77	270.53	269.76	270.41	0.2372	682	26842	72514378.0	0.0	0.3	270.15	432	17482	47234258.0	270.19	250	9360	25280119.0	270.09
395	SBER	2023-12-06 17:00:00	270.41	270.43	269.85	269.87	-0.1997	650	35644	96245867.0	0.0	-0.66	270.02	260	6018	16250691.0	270.03	390	29626	79995176.0	270.02
396	SBER	2023-12-06 17:05:00	269.88	269.88	268.89	269.79	-0.0333	4228	185707	500080897.0	0.0	-0.55	269.28	1039	42062	113306311.0	269.38	3189	143645	386774586.0	269.26
397	SBER	2023-12-06 17:10:00	269.79	270.88	269.79	269.85	0.0222	1134	72853	196972019.0	0.0001	0.13	270.37	648	41053	111028513.0	270.45	486	31800	85943506.0	270.26
398	SBER	2023-12-06 17:15:00	269.88	270.16	269.71	270.14	0.0963	659	35878	96820282.0	0.0001	0.07	269.86	330	19156	51700959.0	269.89	329	16722	45119322.0	269.82
399	SBER	2023-12-06 17:20:00	270.17	270.36	269.99	270.03	-0.0518	546	19744	53348161.0	0.0001	0.0	270.2	239	9849	26614985.0	270.23	307	9895	26733175.0	270.17
400	SBER	2023-12-06 17:25:00	270.04	270.33	269.97	270.28	0.0889	493	18846	50908233.0	0.0001	-0.02	270.13	264	9198	24848529.0	270.15	229	9648	26059704.0	270.1
401	SBER	2023-12-06 17:30:00	270.26	270.49	270.23	270.49	0.0851	491	22113	59800630.0	0.0001	0.3	270.43	284	14356	38825469.0	270.45	207	7757	20975161.0	270.4
402	SBER	2023-12-06 17:35:00	270.45	270.68	270.11	270.21	-0.0887	579	22898	61930653.0	0.0001	-0.07	270.46	325	10653	28816053.0	270.5	254	12245	33114599.0	270.43
403	SBER	2023-12-06 17:40:00	270.19	270.6	270.0	270.55	0.1332	648	38713	104608051.0	0.0001	-0.14	270.21	336	16735	45236626.0	270.31	312	21978	59371425.0	270.14
404	SBER	2023-12-06 17:45:00	270.54	270.55	270.21	270.27	-0.0998	400	18828	50904174.0	0.0001	-0.23	270.36	184	7203	19474232.0	270.36	216	11625	31429942.0	270.37
405	SBER	2023-12-06 17:50:00	270.27	270.3	269.8	270.04	-0.0851	608	34196	92345773.0	0.0	-0.59	270.05	184	6953	18778616.0	270.08	424	27243	73567157.0	270.04
406	SBER	2023-12-06 17:55:00	270.05	270.2	270.03	270.12	0.0259	255	8613	23264938.0	0.0001	0.14	270.11	133	4907	13254683.0	270.12	122	3706	10010255.0	270.11
407	SBER	2023-12-06 18:00:00	270.12	270.26	269.9	270.17	0.0185	710	23253	62797064.0	0.0	0.14	270.06	383	13251	35785035.0	270.06	327	10002	27012029.0	270.07
408	SBER	2023-12-06 18:05:00	270.16	270.53	270.1	270.37	0.0777	737	31152	84218730.0	0.0001	0.26	270.35	508	19669	53184308.0	270.4	229	11483	31034421.0	270.26
409	SBER	2023-12-06 18:10:00	270.37	270.42	270.05	270.12	-0.0925	466	12724	34378264.0	0.0001	-0.16	270.18	245	5342	14434431.0	270.21	221	7382	19943833.0	270.17
410	SBER	2023-12-06 18:15:00	270.12	270.17	270.0	270.0	-0.0444	433	14142	38189612.0	0.0001	-0.39	270.04	157	4286	11574864.0	270.06	276	9856	26614748.0	270.04
411	SBER	2023-12-06 18:20:00	270.01	270.01	269.31	269.53	-0.1778	1212	57811	155842536.0	0.0001	-0.42	269.57	319	16629	44817363.0	269.51	893	41182	111025172.0	269.6
412	SBER	2023-12-06 18:25:00	269.54	269.54	268.73	269.08	-0.1707	2077	90224	242716204.0	0.0	-0.44	269.02	650	25101	67521621.0	269.0	1427	65123	175194583.0	269.02
413	SBER	2023-12-06 18:30:00	269.06	269.27	268.87	268.87	-0.0706	823	30650	82472730.0	0.0001	-0.21	269.08	334	12149	32695390.0	269.12	489	18501	49777340.0	269.05
414	SBER	2023-12-06 18:35:00	268.89	269.0	268.66	268.9	0.0037	1273	66038	177504858.0	0.0001	-0.45	268.79	502	18001	48388641.0	268.81	771	48037	129116216.0	268.78
415	SBER	2023-12-06 18:40:00	268.9	269.24	268.7	269.02	0.0446	1080	54183	145767018.0	0.0001	0.08	269.03	560	29143	78411416.0	269.06	520	25040	67355602.0	268.99
416	SBER	2023-12-07 10:05:00	267.74	269.29	267.52	269.17	0.5341	3154	190324	510356033.0	0.0002	-0.07	268.15	1578	88555	237447855.0	268.14	1576	101769	272908177.0	268.16
417	SBER	2023-12-07 10:10:00	269.13	269.39	268.23	268.44	-0.2564	2992	162205	436007133.0	0.0001	0.03	268.8	1530	83530	224509602.0	268.78	1462	78675	211497530.0	268.82
418	SBER	2023-12-07 10:15:00	268.38	270.0	268.36	269.97	0.5924	2527	146436	394437145.0	0.0001	-0.02	269.36	1264	71535	192652623.0	269.31	1263	74901	201784521.0	269.4
419	SBER	2023-12-07 10:20:00	269.99	270.19	269.52	269.76	-0.0852	2984	185996	502028961.0	0.0001	-0.19	269.91	1408	75548	203902180.0	269.9	1576	110448	298126781.0	269.93
420	SBER	2023-12-07 10:25:00	269.77	270.37	269.76	270.18	0.152	1991	81791	220942104.0	0.0001	-0.01	270.13	965	40401	109140512.0	270.14	1026	41390	111801592.0	270.12
421	SBER	2023-12-07 10:30:00	270.15	270.15	269.2	269.39	-0.2813	1654	89839	242291085.0	0.0001	0.16	269.69	839	52274	140973100.0	269.68	815	37565	101317984.0	269.71
422	SBER	2023-12-07 10:35:00	269.4	270.12	269.4	270.12	0.2673	1317	46077	124288093.0	0.0	-0.05	269.74	596	21836	58903729.0	269.76	721	24241	65384363.0	269.73
423	SBER	2023-12-07 10:40:00	270.12	270.44	269.83	270.12	0.0	1790	96149	259883191.0	0.0001	0.16	270.29	911	55814	150872656.0	270.31	879	40335	109010535.0	270.26
424	SBER	2023-12-07 10:45:00	270.12	270.15	269.56	269.64	-0.1777	964	54841	148011232.0	0.0001	0.0	269.89	463	27493	74197590.0	269.88	501	27348	73813641.0	269.91
425	SBER	2023-12-07 10:50:00	269.64	270.15	269.62	269.62	-0.0074	1803	29927	80778960.0	0.0	0.01	269.92	874	15104	40766349.0	269.9	929	14823	40012610.0	269.94
426	SBER	2023-12-07 10:55:00	269.65	269.65	268.67	268.7	-0.3523	2696	100091	269407149.0	0.0001	0.05	269.16	1410	52441	141160648.0	269.18	1286	47650	128246501.0	269.14
427	SBER	2023-12-07 11:00:00	268.73	269.0	268.38	268.84	0.0409	1237	79138	212680605.0	0.0001	0.01	268.75	631	39849	107104655.0	268.78	606	39289	105575950.0	268.72
428	SBER	2023-12-07 11:05:00	268.85	268.85	267.75	267.8	-0.3906	1897	86960	233157389.0	0.0001	0.06	268.12	1034	45877	123018244.0	268.15	863	41083	110139144.0	268.09
429	SBER	2023-12-07 11:10:00	267.8	268.9	267.63	268.61	0.3025	1944	99091	265659686.0	0.0001	-0.17	268.1	907	41025	109982983.0	268.09	1037	58066	155676703.0	268.1
430	SBER	2023-12-07 11:15:00	268.61	268.88	268.11	268.18	-0.1601	820	22377	60074929.0	0.0001	0.08	268.47	393	12123	32546251.0	268.47	427	10254	27528678.0	268.47
431	SBER	2023-12-07 11:20:00	268.18	268.19	267.4	267.78	-0.1492	1323	70394	188407828.0	0.0001	0.24	267.65	651	43536	116511299.0	267.62	672	26858	71896528.0	267.69
432	SBER	2023-12-07 11:25:00	267.78	268.48	267.78	267.93	0.056	956	40717	109156063.0	0.0001	-0.19	268.08	451	16574	44429416.0	268.07	505	24143	64726646.0	268.1
433	SBER	2023-12-07 11:30:00	267.93	267.93	265.6	266.0	-0.7203	4284	214955	572752062.0	0.0001	0.04	266.45	2213	112122	298725572.0	266.43	2071	102833	274026490.0	266.48
434	SBER	2023-12-07 11:35:00	265.92	266.78	265.89	266.25	0.1241	1781	89047	237281692.0	0.0001	0.14	266.47	906	50907	135655253.0	266.48	875	38140	101626439.0	266.46
435	SBER	2023-12-07 11:40:00	266.26	266.26	265.14	265.6	-0.2479	2877	173780	461545381.0	0.0001	0.08	265.59	1474	93525	248393465.0	265.59	1403	80255	213151916.0	265.59
436	SBER	2023-12-07 11:45:00	265.6	265.67	264.3	264.49	-0.4179	6034	282501	748587894.0	0.0001	0.12	264.99	3157	158766	420706202.0	264.99	2877	123735	327881692.0	264.99
